vul_id,cve_id,cwe_id,cwe_name,level,model_key,model_id,compiled,pov_passed,regressions,trust_level,compile_log_chars,test_log_chars,error,timestamp
VUL4J-13,CVE-2018-17201,CWE-835,Loop with Unreachable Exit Condition (Infinite Loop),L3a,claude,claude-sonnet-4-5-20250929,True,False,,L1,5845,82511,,2026-05-27T19:18:02.644165+00:00
VUL4J-13,CVE-2018-17201,CWE-835,Loop with Unreachable Exit Condition (Infinite Loop),L3a,gemini,gemini-2.5-pro,True,True,,L3,5845,81110,,2026-05-27T19:18:33.813167+00:00
VUL4J-13,CVE-2018-17201,CWE-835,Loop with Unreachable Exit Condition (Infinite Loop),L3a,gpt,gpt-5,True,False,,L1,5845,82550,,2026-05-27T19:19:04.650809+00:00
VUL4J-13,CVE-2018-17201,CWE-835,Loop with Unreachable Exit Condition (Infinite Loop),L3b,claude,claude-sonnet-4-5-20250929,True,False,,L1,5845,82517,,2026-05-27T19:19:36.574751+00:00
VUL4J-13,CVE-2018-17201,CWE-835,Loop with Unreachable Exit Condition (Infinite Loop),L3b,gemini,gemini-2.5-pro,True,True,,L3,5845,81095,,2026-05-27T19:20:08.615105+00:00
VUL4J-13,CVE-2018-17201,CWE-835,Loop with Unreachable Exit Condition (Infinite Loop),L3b,gpt,gpt-5,True,False,,L1,5845,82542,,2026-05-27T19:20:41.432816+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L1,claude,claude-sonnet-4-5-20250929,False,,,L0,3698,0,,2026-05-27T19:21:13.694854+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L1,gemini,gemini-2.5-pro,True,False,org.apache.commons.io.FilenameUtilsTestCase#testNormalize_with_nullbytes,L1,4827,145355,,2026-05-27T19:21:17.976508+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L1,gpt,gpt-5,False,,,L0,4063,0,,2026-05-27T19:23:10.768473+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L2,claude,claude-sonnet-4-5-20250929,False,,,L0,3698,0,,2026-05-27T19:23:16.287912+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L2,gemini,gemini-2.5-pro,True,False,,L1,4827,144737,,2026-05-27T19:23:20.219886+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L2,gpt,gpt-5,False,,,L0,4063,0,,2026-05-27T19:25:11.417181+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L3a,claude,claude-sonnet-4-5-20250929,False,,,L0,3457,0,,2026-05-27T19:25:15.271220+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L3a,gemini,gemini-2.5-pro,True,False,,L1,4827,144737,,2026-05-27T19:25:18.998166+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L3a,gpt,gpt-5,False,,,L0,4063,0,,2026-05-27T19:27:12.716784+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L3b,claude,claude-sonnet-4-5-20250929,False,,,L0,3698,0,,2026-05-27T19:27:16.595619+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L3b,gemini,gemini-2.5-pro,True,False,,L1,4827,144734,,2026-05-27T19:27:20.537276+00:00
VUL4J-14,CVE-2021-29425,CWE-20,Improper Input Validation,L3b,gpt,gpt-5,False,,,L0,4063,0,,2026-05-27T19:29:16.400269+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L1,claude,claude-sonnet-4-5-20250929,True,False,,L1,594034,10200,,2026-05-27T19:32:48.769334+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L1,gemini,gemini-2.5-pro,True,False,,L1,594033,10325,,2026-05-27T19:34:53.645722+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L1,gpt,gpt-5,True,False,,L1,594037,10200,,2026-05-27T19:36:54.757203+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L2,claude,claude-sonnet-4-5-20250929,True,False,,L1,594035,10200,,2026-05-27T19:38:52.028431+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L2,gemini,gemini-2.5-pro,True,False,org.apache.cxf.rs.security.saml.sso.SAMLSSOResponseValidatorTest#testMultipleAudienceRestrictions,L1,594018,10901,,2026-05-27T19:40:50.616734+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L2,gpt,gpt-5,True,False,,L1,594036,10199,,2026-05-27T19:42:47.236749+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L3a,claude,claude-sonnet-4-5-20250929,True,False,,L1,594034,10199,,2026-05-27T19:44:39.022603+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L3a,gemini,gemini-2.5-pro,True,False,,L1,594034,10200,,2026-05-27T19:46:32.121648+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L3a,gpt,gpt-5,True,False,,L1,594034,10197,,2026-05-27T19:48:23.942428+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L3b,claude,claude-sonnet-4-5-20250929,True,False,,L1,594036,10199,,2026-05-27T19:50:19.056929+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L3b,gemini,gemini-2.5-pro,True,False,,L1,594036,10198,,2026-05-27T19:52:11.762998+00:00
VUL4J-16,CVE-2015-5253,CWE-264,"Permissions, Privileges, and Access Controls",L3b,gpt,gpt-5,True,False,,L1,594020,10199,,2026-05-27T19:54:06.123516+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L1,claude,claude-sonnet-4-5-20250929,True,False,,L1,126107,80948,,2026-05-27T19:56:03.722743+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L1,gemini,gemini-2.5-pro,True,False,,L1,126107,80430,,2026-05-27T19:57:50.996100+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L1,gpt,gpt-5,True,False,,L1,126107,80939,,2026-05-27T19:59:40.759542+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L2,claude,claude-sonnet-4-5-20250929,True,False,,L1,126107,80946,,2026-05-27T20:01:27.037825+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L2,gemini,gemini-2.5-pro,True,False,,L1,126107,80943,,2026-05-27T20:03:10.423907+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L2,gpt,gpt-5,True,False,,L1,126107,80948,,2026-05-27T20:04:57.719333+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L3a,claude,claude-sonnet-4-5-20250929,True,False,,L1,126107,80940,,2026-05-27T20:06:42.169104+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L3a,gemini,gemini-2.5-pro,True,False,,L1,126107,80981,,2026-05-27T20:08:26.255084+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L3a,gpt,gpt-5,True,False,,L1,126107,80970,,2026-05-27T20:10:13.376071+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L3b,claude,claude-sonnet-4-5-20250929,True,False,,L1,126107,80567,,2026-05-27T20:11:57.168700+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L3b,gemini,gemini-2.5-pro,True,False,,L1,126107,80948,,2026-05-27T20:13:44.844787+00:00
VUL4J-18,CVE-2019-0225,CWE-22,Path Traversal,L3b,gpt,gpt-5,True,False,,L1,126107,80946,,2026-05-27T20:15:28.744462+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L1,claude,claude-sonnet-4-5-20250929,True,False,,L1,5089,1315090,,2026-05-27T20:17:13.982170+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L1,gemini,gemini-2.5-pro,True,False,com.alibaba.json.bvt.bug.Bug_for_issue_336#test_for_issue;com.alibaba.json.bvt.parser.deser.generic.GenericArrayTest#test_generic;com.alibaba.json.bvt.parser.deser.generic.GenericArrayTest4#test_generic,L1,5089,1324916,,2026-05-27T20:17:38.146624+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L1,gpt,gpt-5,False,,,L0,4823,0,,2026-05-27T20:18:01.418827+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L2,claude,claude-sonnet-4-5-20250929,True,False,com.alibaba.json.bvt.parser.deser.list.ArrayDeserializerTest#test_0,L1,5089,1319332,,2026-05-27T20:18:06.328338+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L2,gemini,gemini-2.5-pro,True,True,,L3,5089,1312094,,2026-05-27T20:18:27.690024+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L2,gpt,gpt-5,True,False,,L1,5089,1315213,,2026-05-27T20:18:51.926427+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L3a,claude,claude-sonnet-4-5-20250929,True,False,com.alibaba.json.bvt.parser.deser.list.ArrayDeserializerTest#test_0,L1,5089,1318595,,2026-05-27T20:19:14.681261+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L3a,gemini,gemini-2.5-pro,True,False,,L1,5089,1315669,,2026-05-27T20:19:37.887671+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L3a,gpt,gpt-5,True,False,,L1,5089,1315489,,2026-05-27T20:19:59.697779+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L3b,claude,claude-sonnet-4-5-20250929,True,False,com.alibaba.json.bvt.parser.deser.list.ArrayDeserializerTest#test_0,L1,5089,1318508,,2026-05-27T20:20:23.481496+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L3b,gemini,gemini-2.5-pro,True,False,,L1,5089,1315371,,2026-05-27T20:20:47.142883+00:00
VUL4J-1,CVE-2017-18349,CWE-20,Improper Input Validation,L3b,gpt,gpt-5,True,False,com.alibaba.json.bvt.parser.deser.list.ArrayDeserializerTest#test_0,L1,5089,1319390,,2026-05-27T20:21:10.709791+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L1,claude,claude-sonnet-4-5-20250929,True,False,,L1,88164,122015,,2026-05-27T20:21:32.390776+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L1,gemini,gemini-2.5-pro,True,False,,L1,88164,122012,,2026-05-27T20:22:09.144500+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L1,gpt,gpt-5,False,,,L0,43228,0,,2026-05-27T20:22:45.581368+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L2,claude,claude-sonnet-4-5-20250929,False,,,L0,11979,0,,2026-05-27T20:22:54.317118+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L2,gemini,gemini-2.5-pro,True,False,,L1,88164,122009,,2026-05-27T20:23:02.250682+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L2,gpt,gpt-5,True,False,,L1,88164,121999,,2026-05-27T20:23:37.692367+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L3a,claude,claude-sonnet-4-5-20250929,True,False,,L1,88164,122018,,2026-05-27T20:24:13.151261+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L3a,gemini,gemini-2.5-pro,True,False,,L1,88164,122018,,2026-05-27T20:24:50.464121+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L3a,gpt,gpt-5,True,False,,L1,88164,122018,,2026-05-27T20:25:26.109724+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L3b,claude,claude-sonnet-4-5-20250929,True,False,,L1,88164,122009,,2026-05-27T20:26:01.904341+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L3b,gemini,gemini-2.5-pro,True,False,,L1,88164,122018,,2026-05-27T20:26:37.736016+00:00
VUL4J-22,CVE-2016-6802,CWE-284,Improper Access Control,L3b,gpt,gpt-5,False,,,L0,43228,0,,2026-05-27T20:27:13.680126+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L1,claude,claude-sonnet-4-5-20250929,True,False,,L1,1299295,48067,,2026-05-27T20:27:22.570171+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L1,gemini,gemini-2.5-pro,True,False,,L1,1299295,47941,,2026-05-27T20:29:09.908244+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L1,gpt,gpt-5,True,False,,L1,1299295,48070,,2026-05-27T20:30:55.527974+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L2,claude,claude-sonnet-4-5-20250929,True,False,,L1,1299295,48067,,2026-05-27T20:32:36.063592+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L2,gemini,gemini-2.5-pro,False,,,L0,919523,0,,2026-05-27T20:34:15.110064+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L2,gpt,gpt-5,True,False,,L1,1299295,48070,,2026-05-27T20:35:23.770482+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3a,claude,claude-sonnet-4-5-20250929,True,False,,L1,1299295,48067,,2026-05-27T20:37:04.086990+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3a,gemini,gemini-2.5-pro,True,False,,L1,1299295,48070,,2026-05-27T20:38:43.315539+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3a,gpt,gpt-5,True,False,,L1,1299295,48070,,2026-05-27T20:40:22.265380+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3b,claude,claude-sonnet-4-5-20250929,True,False,,L1,1299295,48067,,2026-05-27T20:42:01.307530+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3b,gemini,gemini-2.5-pro,False,,,L0,919560,0,,2026-05-27T20:43:40.473968+00:00
VUL4J-24,CVE-2016-6798,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3b,gpt,gpt-5,True,False,,L1,1299295,48070,,2026-05-27T20:44:48.168989+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L1,claude,claude-sonnet-4-5-20250929,True,False,,L1,8659,50031,,2026-05-27T20:46:26.981158+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L1,gemini,gemini-2.5-pro,False,,,L0,3716,0,,2026-05-27T20:46:42.359029+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L1,gpt,gpt-5,True,False,,L1,8659,51274,,2026-05-27T20:46:46.510511+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L2,claude,claude-sonnet-4-5-20250929,True,False,,L1,8659,50034,,2026-05-27T20:47:00.351172+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L2,gemini,gemini-2.5-pro,True,False,,L1,8659,50031,,2026-05-27T20:47:15.770240+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L2,gpt,gpt-5,True,False,,L1,8659,50853,,2026-05-27T20:47:29.595769+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L3a,claude,claude-sonnet-4-5-20250929,True,False,,L1,8659,50031,,2026-05-27T20:47:45.246164+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L3a,gemini,gemini-2.5-pro,True,False,,L1,8659,50031,,2026-05-27T20:47:59.283718+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L3a,gpt,gpt-5,True,False,,L1,8659,50030,,2026-05-27T20:48:15.710008+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L3b,claude,claude-sonnet-4-5-20250929,True,False,,L1,8659,47687,,2026-05-27T20:48:29.304722+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L3b,gemini,gemini-2.5-pro,True,False,,L1,8659,50119,,2026-05-27T20:48:44.448943+00:00
VUL4J-25,CVE-2017-15717,CWE-79,Cross-Site Scripting (XSS),L3b,gpt,gpt-5,True,False,,L1,8659,50031,,2026-05-27T20:48:58.219216+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L1,claude,claude-sonnet-4-5-20250929,True,False,,L1,203329,434665,,2026-05-27T20:49:13.966787+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L1,gemini,gemini-2.5-pro,True,False,,L1,203325,438821,,2026-05-27T20:50:37.449182+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L1,gpt,gpt-5,True,False,,L1,203340,434727,,2026-05-27T20:51:58.353268+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L2,claude,claude-sonnet-4-5-20250929,True,False,,L1,203326,434690,,2026-05-27T20:53:18.772546+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L2,gemini,gemini-2.5-pro,True,True,,L3,203316,433720,,2026-05-27T20:54:41.313268+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L2,gpt,gpt-5,True,False,,L1,203341,434714,,2026-05-27T20:55:59.462149+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L3a,claude,claude-sonnet-4-5-20250929,True,False,,L1,203340,434587,,2026-05-27T20:57:22.650423+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L3a,gemini,gemini-2.5-pro,True,True,,L3,203325,433734,,2026-05-27T20:58:44.941244+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L3a,gpt,gpt-5,True,False,,L1,203323,434674,,2026-05-27T21:00:01.737102+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L3b,claude,claude-sonnet-4-5-20250929,True,False,,L1,203339,437917,,2026-05-27T21:01:24.812837+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L3b,gemini,gemini-2.5-pro,False,,,L0,13109,0,,2026-05-27T21:02:41.847264+00:00
VUL4J-26,CVE-2016-4465,CWE-20,Improper Input Validation,L3b,gpt,gpt-5,True,False,,L1,203346,434701,,2026-05-27T21:02:50.602576+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L1,claude,claude-sonnet-4-5-20250929,True,False,,L1,268460,122428,,2026-05-27T21:04:12.870306+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L1,gemini,gemini-2.5-pro,False,,,L0,19056,0,,2026-05-27T21:05:39.564342+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L1,gpt,gpt-5,True,False,org.apache.struts2.interceptor.ExecuteAndWaitInterceptorTest#testWaitDelayAndJobAlreadyDone,L1,268458,121242,,2026-05-27T21:05:53.329922+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L2,claude,claude-sonnet-4-5-20250929,True,False,,L1,268453,122424,,2026-05-27T21:07:19.668367+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L2,gemini,gemini-2.5-pro,True,False,,L1,268461,120666,,2026-05-27T21:08:43.710174+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L2,gpt,gpt-5,True,False,,L1,268464,120911,,2026-05-27T21:10:12.814926+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L3a,claude,claude-sonnet-4-5-20250929,False,,,L0,18017,0,,2026-05-27T21:11:41.059890+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L3a,gemini,gemini-2.5-pro,False,,,L0,17303,0,,2026-05-27T21:11:52.386510+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L3a,gpt,gpt-5,True,False,,L1,268462,120664,,2026-05-27T21:12:05.221209+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L3b,claude,claude-sonnet-4-5-20250929,True,False,,L1,268457,120664,,2026-05-27T21:13:31.939457+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L3b,gemini,gemini-2.5-pro,False,,,L0,15955,0,,2026-05-27T21:14:57.388091+00:00
VUL4J-29,CVE-2014-0116,CWE-264,"Permissions, Privileges, and Access Controls",L3b,gpt,gpt-5,True,False,,L1,268459,120665,,2026-05-27T21:15:09.293966+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L1,claude,claude-sonnet-4-5-20250929,True,False,,L1,91737,7692,,2026-05-27T21:16:33.643444+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L1,gemini,gemini-2.5-pro,True,False,,L1,91738,7692,,2026-05-27T21:16:50.855113+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L1,gpt,gpt-5,False,,,L0,26909,0,,2026-05-27T21:17:05.387595+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L2,claude,claude-sonnet-4-5-20250929,True,False,,L1,91738,7692,,2026-05-27T21:17:14.703499+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L2,gemini,gemini-2.5-pro,True,True,,L3,91738,5983,,2026-05-27T21:17:29.329185+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L2,gpt,gpt-5,False,,,L0,26909,0,,2026-05-27T21:17:44.032502+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3a,claude,claude-sonnet-4-5-20250929,True,False,,L1,91738,7692,,2026-05-27T21:17:53.547346+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3a,gemini,gemini-2.5-pro,False,,,L0,26459,0,,2026-05-27T21:18:08.380937+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3a,gpt,gpt-5,False,,,L0,26909,0,,2026-05-27T21:18:18.720935+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3b,claude,claude-sonnet-4-5-20250929,True,False,,L1,91738,7690,,2026-05-27T21:18:26.221142+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3b,gemini,gemini-2.5-pro,True,False,,L1,91738,7692,,2026-05-27T21:18:40.964404+00:00
VUL4J-2,CVE-2017-5662,CWE-611,Improper Restriction of XML External Entity Reference (XXE),L3b,gpt,gpt-5,False,,,L0,26909,0,,2026-05-27T21:18:56.943333+00:00
VUL4J-30,CVE-2016-8738,CWE-20,Improper Input Validation,L1,claude,claude-sonnet-4-5-20250929,True,False,,L1,132009,688933,,2026-05-27T21:19:04.438869+00:00
